,Encoding,Sampling,Scaling,Model,Precision Class 0,Precision Class 1,Recall Class 0,Recall Class 1,F1 Score Class 0,F1 Score Class 1,AUC Score,Overall Accuracy,balanced accuracy,fbeta score
120,Target,None,None,DecisionTree,0.9401156387665198,0.5061601642710473,0.9341997264021887,0.53125,0.9371483463702484,0.5184016824395373,0.7327248632010943,0.8888079630978393,0.7327248632010943,0.5260349978659838
121,Target,None,None,RandomForest,0.9431545236188951,0.6747311827956989,0.9668946648426813,0.540948275862069,0.9548770602539853,0.6004784688995214,0.7539214703523751,0.9189123573682932,0.7539214703523751,0.5632854578096947
122,Target,None,None,XGBoost,0.9454251448591834,0.6401468788249693,0.959781121751026,0.5635775862068966,0.9525490462290408,0.5994269340974212,0.7616793539789614,0.9151493080844866,0.7616793539789612,0.5773901523515125
123,Target,None,None,CatBoost,0.9457177322074789,0.6731016731016731,0.9652530779753762,0.5635775862068966,0.9553855527723242,0.6134897360703812,0.7644153320911364,0.920004855547463,0.7644153320911364,0.5825350857652039
124,Target,None,StandardScaler,DecisionTree,0.9398764584763212,0.5141657922350472,0.9366621067031464,0.5280172413793104,0.938266529633436,0.5209994683678895,0.7323396740412285,0.8906287933964554,0.7323396740412285,0.52518756698821
125,Target,None,StandardScaler,RandomForest,0.9429104975323462,0.6747638326585695,0.96703146374829,0.5387931034482759,0.9548186668467615,0.5991611743559018,0.7529122835982829,0.9187909686817188,0.7529122835982829,0.5614192679092748
126,Target,None,StandardScaler,XGBoost,0.9454251448591834,0.6401468788249693,0.959781121751026,0.5635775862068966,0.9525490462290408,0.5994269340974212,0.7616793539789614,0.9151493080844866,0.7616793539789612,0.5773901523515125
127,Target,None,StandardScaler,CatBoost,0.9457177322074789,0.6731016731016731,0.9652530779753762,0.5635775862068966,0.9553855527723242,0.6134897360703812,0.7644153320911364,0.920004855547463,0.7644153320911364,0.5825350857652039
128,Target,None,MinMaxScaler,DecisionTree,0.9415405777166438,0.5196280991735537,0.9363885088919288,0.5420258620689655,0.938957475994513,0.5305907172995781,0.7392071854804472,0.891964068948774,0.7392071854804472,0.5373931623931624
129,Target,None,MinMaxScaler,RandomForest,0.9431848492931448,0.6783783783783783,0.9674418604651163,0.540948275862069,0.9551593733117233,0.6019184652278177,0.7541950681635926,0.9193979121145909,0.7541950681635926,0.5637915543575921
130,Target,None,MinMaxScaler,XGBoost,0.9463349024882314,0.6587795765877957,0.9625170998632011,0.5700431034482759,0.9543574092912852,0.6112073945696129,0.7662801016557385,0.9183054139354212,0.7662801016557386,0.5858250276854928
131,Target,None,MinMaxScaler,CatBoost,0.9461270436880193,0.6778350515463918,0.9658002735978112,0.5668103448275862,0.9558624424587057,0.6173708920187794,0.7663053092126988,0.9208545763534839,0.7663053092126987,0.5860071301247772
132,Target,Undersample,None,DecisionTree,0.975640620056944,0.40396659707724425,0.8437756497948017,0.834051724137931,0.9049295774647887,0.5443037974683544,0.8389136869663664,0.842680262199563,0.8389136869663664,0.6876332622601279
133,Target,Undersample,None,RandomForest,0.9913475404582599,0.4376564847270906,0.846374829001368,0.9418103448275862,0.9131429414803335,0.5976068376068375,0.894092586914477,0.857125515901918,0.8940925869144771,0.7654580486950429
134,Target,Undersample,None,XGBoost,0.9885496183206107,0.438974358974359,0.8503419972640219,0.9224137931034483,0.9142520958964554,0.5948575399583044,0.8863778951837351,0.8584607914542365,0.8863778951837351,0.7559166372306605
135,Target,Undersample,None,CatBoost,0.9921712733663525,0.4441637190500253,0.8495212038303693,0.947198275862069,0.9153216891443732,0.6047471620227038,0.8983597398462191,0.8605243991260014,0.8983597398462191,0.77227200843437
136,Target,Undersample,StandardScaler,DecisionTree,0.975146430267532,0.40135346173867775,0.8426812585499316,0.8308189655172413,0.9040874733984001,0.5412425412425412,0.8367501120335865,0.8413449866472444,0.8367501120335865,0.6843600213030356
137,Target,Undersample,StandardScaler,RandomForest,0.9913461538461539,0.43743743743743746,0.8462380300957593,0.9418103448275862,0.9130627306273063,0.5974025974025974,0.8940241874616728,0.8570041272153436,0.8940241874616728,0.765323992994746
138,Target,Undersample,StandardScaler,XGBoost,0.9885496183206107,0.438974358974359,0.8503419972640219,0.9224137931034483,0.9142520958964554,0.5948575399583044,0.8863778951837351,0.8584607914542365,0.8863778951837351,0.7559166372306605
139,Target,Undersample,StandardScaler,CatBoost,0.9921712733663525,0.4441637190500253,0.8495212038303693,0.947198275862069,0.9153216891443732,0.6047471620227038,0.8983597398462191,0.8605243991260014,0.8983597398462191,0.77227200843437
140,Target,Undersample,MinMaxScaler,DecisionTree,0.974415666456096,0.4018887722980063,0.8440492476060192,0.8254310344827587,0.9045594487611787,0.5405786873676782,0.834740141044389,0.8419519300801165,0.8347401410443889,0.6817372730509078
141,Target,Undersample,MinMaxScaler,RandomForest,0.9913461538461539,0.43743743743743746,0.8462380300957593,0.9418103448275862,0.9130627306273063,0.5974025974025974,0.8940241874616728,0.8570041272153436,0.8940241874616728,0.765323992994746
142,Target,Undersample,MinMaxScaler,XGBoost,0.9882446386020651,0.4395265054040144,0.8510259917920656,0.9202586206896551,0.9145167217934583,0.5949146638801811,0.8856423062408605,0.8588249575139597,0.8856423062408604,0.7550839964633067
143,Target,Undersample,MinMaxScaler,CatBoost,0.991545701068751,0.44438801422041646,0.8503419972640219,0.9428879310344828,0.9155313351498638,0.6040731791508457,0.8966149641492522,0.8607671764991502,0.8966149641492523,0.7701108959690196
144,Target,Oversample,None,DecisionTree,0.935685210312076,0.5230414746543779,0.9433652530779754,0.4892241379310345,0.9395095367847411,0.5055679287305123,0.7162946955045049,0.8922068463219228,0.7162946955045049,0.4956331877729258
145,Target,Oversample,None,RandomForest,0.956324056213833,0.6234693877551021,0.9495212038303693,0.6584051724137931,0.9529104887424491,0.640461215932914,0.8039631881220812,0.9167273610099539,0.8039631881220812,0.6511082693947143
146,Target,Oversample,None,XGBoost,0.9789758221955248,0.4990500316656111,0.8917920656634747,0.8491379310344828,0.9333524232228506,0.6286398085360989,0.8704649983489786,0.8869871327992231,0.8704649983489787,0.7446607446607446
147,Target,Oversample,None,CatBoost,0.9853792263173926,0.49760765550239233,0.8850889192886456,0.896551724137931,0.9325454021331796,0.64,0.8908203217132884,0.8863801893663511,0.8908203217132884,0.7726597325408618
148,Target,Oversample,StandardScaler,DecisionTree,0.9357810594770356,0.5297549591598599,0.9448700410396716,0.4892241379310345,0.940303587230277,0.5086834733893557,0.7170470894853531,0.8935421218742413,0.7170470894853531,0.49682643904574314
149,Target,Oversample,StandardScaler,RandomForest,0.9556962025316456,0.6247422680412371,0.9502051983584131,0.6530172413793104,0.9529427905062423,0.6385669125395153,0.8016112198688619,0.9167273610099539,0.8016112198688617,0.6471593336181118
150,Target,Oversample,StandardScaler,XGBoost,0.9789758221955248,0.4990500316656111,0.8917920656634747,0.8491379310344828,0.9333524232228506,0.6286398085360989,0.8704649983489786,0.8869871327992231,0.8704649983489787,0.7446607446607446
151,Target,Oversample,StandardScaler,CatBoost,0.9853792263173926,0.49760765550239233,0.8850889192886456,0.896551724137931,0.9325454021331796,0.64,0.8908203217132884,0.8863801893663511,0.8908203217132884,0.7726597325408618
152,Target,Oversample,MinMaxScaler,DecisionTree,0.9350420395985897,0.5196759259259259,0.9432284541723667,0.4838362068965517,0.9391174067011715,0.5011160714285715,0.7135323305344592,0.8914785142024764,0.7135323305344592,0.49060314685314693
153,Target,Oversample,MinMaxScaler,RandomForest,0.9556779077770131,0.6228160328879754,0.9497948016415869,0.6530172413793104,0.9527272727272729,0.6375591793792741,0.8014060215104487,0.9163631949502307,0.8014060215104486,0.6467449306296692
154,Target,Oversample,MinMaxScaler,XGBoost,0.98005698005698,0.5066921606118547,0.8941176470588236,0.8566810344827587,0.9351169611560197,0.6367641169403284,0.8753993407707912,0.889900461277009,0.8753993407707912,0.7526983525847378
155,Target,Oversample,MinMaxScaler,CatBoost,0.984613040828763,0.494026284348865,0.8841313269493845,0.8911637931034483,0.9316707510451204,0.6356648731744812,0.8876475600264164,0.8849235251274581,0.8876475600264164,0.7677311548458968
156,Target,SMOTE,None,DecisionTree,0.9416078594160786,0.5004945598417408,0.9309165526675787,0.5452586206896551,0.9362316846667125,0.521918514698298,0.738087586678617,0.8874726875455208,0.738087586678617,0.5356764768155833
157,Target,SMOTE,None,RandomForest,0.9499592058743541,0.6334841628959276,0.9556771545827634,0.603448275862069,0.952809601745772,0.6181015452538631,0.7795627152224162,0.9159990288905074,0.7795627152224162,0.6092254134029591
158,Target,SMOTE,None,XGBoost,0.949244060475162,0.6650602409638554,0.9619699042407661,0.5948275862068966,0.9555646147574398,0.627986348122867,0.7783987452238313,0.9206117989803351,0.7783987452238313,0.607661822985469
159,Target,SMOTE,None,CatBoost,0.9497297297297297,0.6634844868735084,0.961422708618331,0.5991379310344828,0.955540448674371,0.6296715741789354,0.7802803198264069,0.9206117989803351,0.7802803198264069,0.6109890109890109
160,Target,SMOTE,StandardScaler,DecisionTree,0.9417194819509507,0.5153061224489796,0.9350205198358413,0.5441810344827587,0.9383580450302033,0.529350104821803,0.7396007771593001,0.8909929594561787,0.7396007771593001,0.5381500426257461
161,Target,SMOTE,StandardScaler,RandomForest,0.9503873861628381,0.6390465380249716,0.9564979480164159,0.6066810344827587,0.9534328765255334,0.6224433388612494,0.7815894912495873,0.9170915270696771,0.7815894912495873,0.6128891791857175
162,Target,SMOTE,StandardScaler,XGBoost,0.9487387022797787,0.6642424242424242,0.9621067031463748,0.5905172413793104,0.9553759424030428,0.6252139189960069,0.7763119722628427,0.9202476329206118,0.7763119722628427,0.6039232973330394
163,Target,SMOTE,StandardScaler,CatBoost,0.9484132343011479,0.6554621848739496,0.9607387140902873,0.5883620689655172,0.9545361875637105,0.6201022146507665,0.7745503915279024,0.9187909686817188,0.7745503915279023,0.6006600660066006
164,Target,SMOTE,MinMaxScaler,DecisionTree,0.9403581267217631,0.5061349693251533,0.9339261285909712,0.5334051724137931,0.9371310912834592,0.5194123819517313,0.7336656505023822,0.8888079630978393,0.7336656505023822,0.5277185501066098
165,Target,SMOTE,MinMaxScaler,RandomForest,0.9501426436625459,0.6396807297605474,0.9567715458276334,0.6045258620689655,0.9534455728989162,0.621606648199446,0.7806487039482994,0.9170915270696771,0.7806487039482994,0.6112442797995207
166,Target,SMOTE,MinMaxScaler,XGBoost,0.9488567176295495,0.6493506493506493,0.9593707250341997,0.5926724137931034,0.9540847561390381,0.6197183098591549,0.7760215694136516,0.9180626365622724,0.7760215694136516,0.6032024566790963
167,Target,SMOTE,MinMaxScaler,CatBoost,0.9505621021265068,0.6584795321637427,0.9600547195622435,0.6066810344827587,0.9552848295106513,0.6315199102636008,0.7833678770225012,0.9202476329206118,0.7833678770225011,0.6163783665425882
168,Target,TomekLinks,None,DecisionTree,0.9474125874125874,0.5073529411764706,0.9266757865937072,0.5948275862068966,0.9369294605809129,0.5476190476190476,0.7607516864003019,0.8892935178441369,0.7607516864003019,0.575
169,Target,TomekLinks,None,RandomForest,0.9514721919302072,0.6341463414634146,0.9548563611491108,0.6163793103448276,0.9531612727024443,0.625136612021858,0.7856178357469692,0.9167273610099539,0.7856178357469692,0.6198526224534027
170,Target,TomekLinks,None,XGBoost,0.9556718061674009,0.62217659137577,0.9496580027359781,0.6530172413793104,0.9526554137505147,0.637223974763407,0.8013376220576444,0.9162418062636563,0.8013376220576442,0.6466069142125481
171,Target,TomekLinks,None,CatBoost,0.9560153466703206,0.6457446808510638,0.9544459644322846,0.6540948275862069,0.9552300109529025,0.6498929336188436,0.8042703960092458,0.9206117989803351,0.8042703960092457,0.6524075666380053
172,Target,TomekLinks,StandardScaler,DecisionTree,0.9441730635031402,0.49207828518173347,0.9254445964432284,0.5689655172413793,0.9347150259067358,0.527736131934033,0.7472050568423039,0.8852876911871813,0.7472050568423039,0.5517241379310345
173,Target,TomekLinks,StandardScaler,RandomForest,0.9515887085776626,0.6331491712707182,0.9545827633378933,0.6174568965517241,0.9530833845523458,0.6252045826513911,0.7860198299448087,0.9166059723233795,0.7860198299448087,0.6205328135152696
174,Target,TomekLinks,StandardScaler,XGBoost,0.9556718061674009,0.62217659137577,0.9496580027359781,0.6530172413793104,0.9526554137505147,0.637223974763407,0.8013376220576444,0.9162418062636563,0.8013376220576442,0.6466069142125481
175,Target,TomekLinks,StandardScaler,CatBoost,0.9560153466703206,0.6457446808510638,0.9544459644322846,0.6540948275862069,0.9552300109529025,0.6498929336188436,0.8042703960092458,0.9206117989803351,0.8042703960092457,0.6524075666380053
176,Target,TomekLinks,MinMaxScaler,DecisionTree,0.9458780862044915,0.5051449953227315,0.9276333789329685,0.5818965517241379,0.9366668968851439,0.5408112168252379,0.7547649653285532,0.8886865744112649,0.7547649653285532,0.5647354110018824
177,Target,TomekLinks,MinMaxScaler,RandomForest,0.9512328020705626,0.6354515050167224,0.9552667578659371,0.6142241379310345,0.9532455122517235,0.6246575342465753,0.7847454478984858,0.9168487496965283,0.7847454478984858,0.6183553916250814
178,Target,TomekLinks,MinMaxScaler,XGBoost,0.9571625344352617,0.630879345603272,0.9506155950752394,0.6648706896551724,0.9538778311599176,0.6474291710388247,0.807743142365206,0.9184268026219956,0.807743142365206,0.6577825159914712
179,Target,TomekLinks,MinMaxScaler,CatBoost,0.9568858986681312,0.6429319371727749,0.9533515731874145,0.6616379310344828,0.9551154663194682,0.6521508231545406,0.8074947521109486,0.9204904102937607,0.8074947521109486,0.6578101564173988
