,Encoding,Sampling,Scaling,Model,Precision Class 0,Precision Class 1,Recall Class 0,Recall Class 1,F1 Score Class 0,F1 Score Class 1,AUC Score,Overall Accuracy,balanced accuracy,fbeta score
105,Binary,SMOTE,MinMaxScaler,RandomForest,0.9459314055144586,0.6550435865504358,0.9621067031463748,0.5668103448275862,0.953950491692099,0.607741190063547,0.7644585239869806,0.9175770818159747,0.7644585239869806,0.5825027685492802
106,Binary,SMOTE,MinMaxScaler,XGBoost,0.9474821115161334,0.6486161251504212,0.9600547195622435,0.5808189655172413,0.9537269824013046,0.6128482092097783,0.7704368425397424,0.9173343044428259,0.7704368425397424,0.5932203389830508
107,Binary,SMOTE,MinMaxScaler,CatBoost,0.9490333919156415,0.6551724137931034,0.960328317373461,0.59375,0.9546474467940437,0.6229508196721311,0.7770391586867305,0.9190337460548677,0.7770391586867305,0.6050955414012739
108,Binary,TomekLinks,None,DecisionTree,0.9493706293706293,0.5202205882352942,0.9285909712722298,0.6099137931034483,0.938865836791148,0.5615079365079366,0.7692523821878391,0.8926924010682205,0.769252382187839,0.5895833333333335
109,Binary,TomekLinks,None,RandomForest,0.9510670110099225,0.64472190692395,0.9571819425444597,0.6120689655172413,0.9541146792118361,0.6279712548369264,0.7846254540308505,0.9183054139354212,0.7846254540308505,0.6183322447202264
110,Binary,TomekLinks,None,XGBoost,0.9550824175824176,0.627348643006263,0.9511627906976744,0.6476293103448276,0.9531185743660041,0.6373276776246023,0.7993960505212511,0.9169701383831027,0.799396050521251,0.6434689507494646
111,Binary,TomekLinks,None,CatBoost,0.9566529492455418,0.6455696202531646,0.9540355677154583,0.6594827586206896,0.9553424657534246,0.652452025586354,0.806759163168074,0.9208545763534839,0.806759163168074,0.6566523605150215
112,Binary,TomekLinks,StandardScaler,DecisionTree,0.9492926180137274,0.5150136487716106,0.9270861833105335,0.6099137931034483,0.9380579970932243,0.5584607794770599,0.768499988206991,0.891357125515902,0.768499988206991,0.5882352941176471
113,Binary,TomekLinks,StandardScaler,RandomForest,0.9511963023382273,0.645124716553288,0.9571819425444597,0.6131465517241379,0.9541797354425201,0.6287292817679558,0.7851642471342988,0.9184268026219956,0.7851642471342988,0.6192860252503265
114,Binary,TomekLinks,StandardScaler,XGBoost,0.9550824175824176,0.627348643006263,0.9511627906976744,0.6476293103448276,0.9531185743660041,0.6373276776246023,0.7993960505212511,0.9169701383831027,0.799396050521251,0.6434689507494646
115,Binary,TomekLinks,StandardScaler,CatBoost,0.9566529492455418,0.6455696202531646,0.9540355677154583,0.6594827586206896,0.9553424657534246,0.652452025586354,0.806759163168074,0.9208545763534839,0.806759163168074,0.6566523605150215
116,Binary,TomekLinks,MinMaxScaler,DecisionTree,0.9498248072880168,0.5167724388032638,0.9270861833105335,0.6142241379310345,0.9383177570093457,0.5612998522895126,0.770655160620784,0.8918426802621996,0.770655160620784,0.5919003115264798
117,Binary,TomekLinks,MinMaxScaler,RandomForest,0.9507750883872722,0.6402714932126696,0.9564979480164159,0.6099137931034483,0.9536279323513366,0.6247240618101545,0.7832058705599322,0.9174556931294003,0.7832058705599321,0.6157528285465622
118,Binary,TomekLinks,MinMaxScaler,XGBoost,0.9549821575624485,0.6302521008403361,0.9518467852257182,0.646551724137931,0.9534118936694985,0.6382978723404256,0.7991992546818246,0.9174556931294003,0.7991992546818246,0.6432246998284734
119,Binary,TomekLinks,MinMaxScaler,CatBoost,0.9572978168337224,0.6460732984293194,0.9537619699042408,0.6648706896551724,0.9555266223531831,0.6553372278279341,0.8093163297797066,0.9212187424132071,0.8093163297797066,0.661024212556246
